,Assay_name,Assay_type,Description,l1,l2,l3,l4,Source,Note
540,T10929,BioChemical,Ribosomal protein S6 kinase alpha 1,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,Chembl,enzyme  kinase  protein kinase  agc  rsk  rsk
541,T10929,BioChemical,Ribosomal protein S6 kinase alpha 1,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  rskb  rskb
542,T10931,BioChemical,LDL receptor,Membrane receptor,,,,Chembl,membrane receptor
543,T10938,BioChemical,Tyrosine-protein kinase JAK2,Enzyme,Kinase,Protein Kinase,TK protein kinase group,Chembl,enzyme  kinase  protein kinase  tk  jaka
544,T10938,BioChemical,Tyrosine-protein kinase JAK2,Enzyme,Kinase,Protein Kinase,TK protein kinase group,Chembl,enzyme  kinase  protein kinase  tk  jakb
545,T10939,BioChemical,Ribosomal protein S6 kinase alpha 6,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,Chembl,enzyme  kinase  protein kinase  agc  rsk  rsk
546,T10939,BioChemical,Ribosomal protein S6 kinase alpha 6,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  rskb  rskb
547,T10941,BioChemical,Adenylate kinase 1,Enzyme,,,,Chembl,enzyme
548,T10942,BioChemical,Adenylate kinase 4,Enzyme,,,,Chembl,enzyme
549,T10945,BioChemical,Histone deacetylase 10,Epigenetic regulator,Eraser,Histone deacetylase,HDAC class IIb,Chembl,epigenetic regulator  eraser  hdac  hdac class iib
550,T10950,BioChemical,Sphingosine 1-phosphate receptor Edg-3,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Lipid-like ligand receptor (family A GPCR),Chembl,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  edg receptor
551,T10952,BioChemical,Vacuolar ATP synthase subunit S1,Enzyme,Hydrolase,,,Chembl,enzyme  hydrolase
552,T10952,BioChemical,Vacuolar ATP synthase subunit S1,Transporter,Primary active transporter,F-type and V-type ATPases,V-type ATPase,Chembl,transporter  ntpase  f-type and v-type  v-type atpase
553,T10954,BioChemical,Hepatic lipase,Enzyme,,,,Chembl,enzyme
554,T10957,BioChemical,"Arachidonate 15-lipoxygenase, type II",Enzyme,,,,Chembl,enzyme
555,T10967,BioChemical,Casein kinase I epsilon,Enzyme,Kinase,Protein Kinase,CK1 protein kinase group,Chembl,enzyme  kinase  protein kinase  ck1  ck1
556,T10970,BioChemical,CaM kinase I alpha,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  camkl
557,T10971,BioChemical,CaM kinase IV,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  camkl
558,T10977,BioChemical,Lysosomal alpha-glucosidase,Enzyme,Hydrolase,,,Chembl,enzyme  hydrolase
559,T10978,BioChemical,Lysyl oxidase,Enzyme,,,,Chembl,enzyme
560,T10979,BioChemical,Vascular endothelial growth factor receptor 1,Enzyme,Kinase,Protein Kinase,TK protein kinase group,Chembl,enzyme  kinase  protein kinase  tk  vegfr
561,T10980,BioChemical,Vascular endothelial growth factor receptor 2,Enzyme,Kinase,Protein Kinase,TK protein kinase group,Chembl,enzyme  kinase  protein kinase  tk  vegfr
562,T10982,BioChemical,Neurokinin 3 receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Chembl,membrane receptor  7tm1  peptide  short peptide  neurokinin receptor
563,T10984,BioChemical,NAALADase II,Enzyme,Protease,Metallo protease,Metallo protease MH clan,Chembl,enzyme  protease  metallo  mh  m28  m28b
564,T10985,BioChemical,Neuromedin B receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Chembl,membrane receptor  7tm1  peptide  short peptide  neuromedin receptor
565,T10992,BioChemical,Intermediate conductance calcium-activated potassium channel protein 4,Ion channel,Voltage-gated ion channel,Potassium channels,Calcium-activated potassium channel,Chembl,ion channel  vgc  k  ca act k
566,T10993,BioChemical,Creatine kinase M,Enzyme,,,,Chembl,enzyme
567,T11003,BioChemical,Melanocortin receptor 3,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Chembl,membrane receptor  7tm1  peptide  short peptide  melanocortin receptor
568,T11006,BioChemical,Melanocortin receptor 5,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Chembl,membrane receptor  7tm1  peptide  short peptide  melanocortin receptor
569,T11013,BioChemical,Peptide N-myristoyltransferase 2,Enzyme,,,,Chembl,enzyme
570,T11016,BioChemical,Carbonic anhydrase VB,Enzyme,Lyase,,,Chembl,enzyme  lyase
571,T11017,BioChemical,Glycogen synthase kinase-3 alpha,Enzyme,Kinase,Protein Kinase,CMGC protein kinase group,Chembl,enzyme  kinase  protein kinase  cmgc  gsk
572,T11018,BioChemical,cGMP-dependent protein kinase 2,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,Chembl,enzyme  kinase  protein kinase  agc  pkg
573,T11019,BioChemical,cGMP-dependent protein kinase 1 beta,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,Chembl,enzyme  kinase  protein kinase  agc  pkg
574,T11024,BioChemical,Matrix metalloproteinase 13,Enzyme,Protease,Metallo protease,Metallo protease MAM clan,Chembl,enzyme  protease  metallo  mam  m10a
575,T11037,BioChemical,"Nitric-oxide synthase, brain",Enzyme,,,,Chembl,enzyme
576,T11042,BioChemical,Carbonic anhydrase VA,Enzyme,Lyase,,,Chembl,enzyme  lyase
577,T11043,BioChemical,Matrix metalloproteinase 15,Enzyme,Protease,Metallo protease,Metallo protease MAM clan,Chembl,enzyme  protease  metallo  mam  m10a
578,T11044,BioChemical,Matrix metalloproteinase 16,Enzyme,Protease,Metallo protease,Metallo protease MAM clan,Chembl,enzyme  protease  metallo  mam  m10a
579,T11046,BioChemical,Dual specificity mitogen-activated protein kinase kinase 2,Enzyme,Kinase,Protein Kinase,STE protein kinase group,Chembl,enzyme  kinase  protein kinase  ste  ste7
580,T11047,BioChemical,Dual specificity mitogen-activated protein kinase kinase 4,Enzyme,Kinase,Protein Kinase,STE protein kinase group,Chembl,enzyme  kinase  protein kinase  ste  ste7
581,T11053,BioChemical,Phosphatidylcholine-retinol O-acyltransferase,Enzyme,,,,Chembl,enzyme
582,T11054,BioChemical,Metabotropic glutamate receptor 4,Membrane receptor,Family C G protein-coupled receptor,Small molecule receptor (family C GPCR),Neurotransmitter receptor (family C GPCR),Chembl,membrane receptor  7tm3  smallmol  neurotransmitter  metabotropic glutamate receptor
583,T11055,BioChemical,Metabotropic glutamate receptor 6,Membrane receptor,Family C G protein-coupled receptor,Small molecule receptor (family C GPCR),Neurotransmitter receptor (family C GPCR),Chembl,membrane receptor  7tm3  smallmol  neurotransmitter  metabotropic glutamate receptor
584,T11060,BioChemical,Carbonic anhydrase VII,Enzyme,Lyase,,,Chembl,enzyme  lyase
585,T11061,BioChemical,Motilin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Chembl,membrane receptor  7tm1  peptide  short peptide  motilin receptor
586,T11063,BioChemical,Carbonic anhydrase XIV,Enzyme,Lyase,,,Chembl,enzyme  lyase
587,T11065,BioChemical,Calnexin,Other cytosolic protein,,,,Chembl,cytosolic other
588,T11068,BioChemical,Insulin-like growth factor II receptor,Membrane receptor,,,,Chembl,membrane receptor
589,T11071,BioChemical,Sodium/calcium exchanger 1,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC08 family of sodium/calcium exchangers,Chembl,transporter  electrochemical  slc  slc08
590,T11074,BioChemical,Peroxisomal carnitine O-octanoyltransferase,Transporter,Group translocator,,,Chembl,transporter  group translocator
591,T11081,BioChemical,MAP kinase p38 delta,Enzyme,Kinase,Protein Kinase,CMGC protein kinase group,Chembl,enzyme  kinase  protein kinase  cmgc  mapk  p38
592,T11082,BioChemical,MAP kinase-activated protein kinase 2,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  mapkapk  mapkapk
593,T11084,BioChemical,Melatonin receptor 1A,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Monoamine-derivative receptor (family A GPCR),Chembl,membrane receptor  7tm1  smallmol  monoamine-derivative  melatonin receptor
594,T11085,BioChemical,Melatonin receptor 1B,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Monoamine-derivative receptor (family A GPCR),Chembl,membrane receptor  7tm1  smallmol  monoamine-derivative  melatonin receptor
595,T11088,BioChemical,Intercellular adhesion molecule-1,Adhesion,,,,Chembl,adhesion
596,T11089,BioChemical,Caspase-4,Enzyme,Protease,Cysteine protease,Cysteine protease CD clan,Chembl,enzyme  protease  cysteine  cd  c14
597,T11090,BioChemical,Caspase-5,Enzyme,Protease,Cysteine protease,Cysteine protease CD clan,Chembl,enzyme  protease  cysteine  cd  c14
598,T11092,BioChemical,Coagulation factor III,Surface antigen,,,,Chembl,surface antigen
599,T11092,BioChemical,Coagulation factor III,Membrane receptor,,,,Chembl,membrane receptor
600,T11095,BioChemical,Alpha-galactosidase B,Enzyme,,,,Chembl,enzyme
601,T11096,BioChemical,Sodium/hydrogen exchanger 1,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC09 family of sodium/hydrogen exchangers,Chembl,transporter  electrochemical  slc  slc09
602,T11098,BioChemical,Sodium/hydrogen exchanger 2,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC09 family of sodium/hydrogen exchangers,Chembl,transporter  electrochemical  slc  slc09
603,T11099,BioChemical,Proenkephalin B,Ion channel,Other ion channel,Pore-forming toxins (proteins and peptides),,Chembl,ion channel  other  toxin
604,T11102,BioChemical,Dihydroorotase,Enzyme,,,,Chembl,enzyme
605,T11105,BioChemical,MAP kinase-activated protein kinase 5,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  mapkapk  mapkapk
606,T11109,BioChemical,Matrix metalloproteinase 3,Enzyme,Protease,Metallo protease,Metallo protease MAM clan,Chembl,enzyme  protease  metallo  mam  m10a
607,T11110,BioChemical,Matrix metalloproteinase 8,Enzyme,Protease,Metallo protease,Metallo protease MAM clan,Chembl,enzyme  protease  metallo  mam  m10a
608,T11113,BioChemical,Cytochrome P450 1A1,Enzyme,Cytochrome P450,Cytochrome P450 family 1,Cytochrome P450 family 1A,Chembl,enzyme  cytochrome p450  cyp_1  cyp_1a  cyp_1a1
609,T11114,BioChemical,"Glutamate receptor ionotropic, AMPA 1",Ion channel,Ligand-gated ion channel,Ionotropic glutamate receptor,AMPA receptor,Chembl,ion channel  lgic  glut  ampa
610,T11118,BioChemical,GABA transporter 3,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC06 neurotransmitter transporter family,Chembl,transporter  electrochemical  slc  slc06
611,T11120,BioChemical,Squalene synthetase,Enzyme,,,,Chembl,enzyme
612,T11125,BioChemical,Voltage-gated potassium channel subunit Kv7.4,Ion channel,Voltage-gated ion channel,Potassium channels,Voltage-gated potassium channel,Chembl,ion channel  vgc  k  vg k
613,T11126,BioChemical,Subtilisin/kexin type 7,Enzyme,Protease,Serine protease,Serine protease SB clan,Chembl,enzyme  protease  serine  sb  s8b
614,T11130,BioChemical,Aldehyde dehydrogenase 1A1,Enzyme,,,,Chembl,enzyme
615,T11131,BioChemical,Aldehyde dehydrogenase dimeric NADP-preferring,Enzyme,,,,Chembl,enzyme
616,T11132,BioChemical,Aldehyde dehydrogenase 1A3,Enzyme,,,,Chembl,enzyme
617,T11134,BioChemical,Arachidonate 12-lipoxygenase,Enzyme,,,,Chembl,enzyme
618,T11140,BioChemical,Dipeptidyl peptidase IV,Enzyme,Protease,Serine protease,Serine protease SC clan,Chembl,enzyme  protease  serine  sc  s9b
619,T11144,BioChemical,Serum amyloid P-component,Secreted protein,,,,Chembl,secreted
620,T11145,BioChemical,Granzyme A,Enzyme,Protease,Serine protease,Serine protease PA clan,Chembl,enzyme  protease  serine  pas  s1a
621,T11146,BioChemical,Granzyme K,Enzyme,Protease,Serine protease,Serine protease PA clan,Chembl,enzyme  protease  serine  pas  s1a
622,T11149,BioChemical,Rho-associated protein kinase 2,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,Chembl,enzyme  kinase  protein kinase  agc  dmpk  rock
623,T11150,BioChemical,Death-associated protein kinase 1,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  dapk
624,T11152,BioChemical,Folylpoly-gamma-glutamate synthetase,Enzyme,,,,Chembl,enzyme
625,T11153,BioChemical,Voltage-gated potassium channel subunit Kv4.3,Ion channel,Voltage-gated ion channel,Potassium channels,Voltage-gated potassium channel,Chembl,ion channel  vgc  k  vg k
626,T11154,BioChemical,Matrix metalloproteinase 14,Enzyme,Protease,Metallo protease,Metallo protease MAM clan,Chembl,enzyme  protease  metallo  mam  m10a
627,T11156,BioChemical,Bradykinin B1 receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Chembl,membrane receptor  7tm1  peptide  short peptide  bradykinin receptor
628,T11158,BioChemical,Voltage-gated L-type calcium channel alpha-1D subunit,Ion channel,Voltage-gated ion channel,Voltage-gated calcium channel,,Chembl,ion channel  vgc  vg ca
629,T11159,BioChemical,Dihydropyrimidine dehydrogenase,Enzyme,,,,Chembl,enzyme
630,T11160,BioChemical,Dual specificity protein phosphatase 3,Enzyme,Phosphatase,Protein Phosphatase,Serine/threonine/tyrosine protein phosphatase,Chembl,enzyme  phosphatase  protein phosphatase  ser_thr_tyr
631,T11163,BioChemical,Dynamin-1,Enzyme,,,,Chembl,enzyme
632,T11163,BioChemical,Dynamin-1,Structural protein,,,,Chembl,structural
633,T11165,BioChemical,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",Enzyme,,,,Chembl,enzyme
634,T11168,BioChemical,Gastrin releasing peptide receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Chembl,membrane receptor  7tm1  peptide  short peptide  grp-related receptor
635,T11171,BioChemical,Glutathione S-transferase A4,Enzyme,,,,Chembl,enzyme
636,T11172,BioChemical,Glutathione transferase omega 1,Enzyme,,,,Chembl,enzyme
637,T11173,BioChemical,Glucose transporter,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC02 family of hexose and sugar alcohol transporters,Chembl,transporter  electrochemical  slc  slc02
638,T11174,BioChemical,Guanine deaminase,Enzyme,,,,Chembl,enzyme
639,T11176,BioChemical,Phosphodiesterase 1C,Enzyme,Phosphodiesterase,Phosphodiesterase 1,Phosphodiesterase 1C,Chembl,enzyme  phosphodiesterase  pde_1  pde_1c
640,T11177,BioChemical,PI3-kinase p110-delta subunit,Enzyme,,,,Chembl,enzyme
641,T11179,BioChemical,Phospholipase A2 group 1VB,Enzyme,,,,Chembl,enzyme
642,T11180,BioChemical,Bile acid receptor FXR,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,Nuclear hormone receptor subfamily 1 group H,Chembl,transcription factor  nuclear receptor  nr1  nr1h  nr1h4
643,T11181,BioChemical,Fibrinogen beta chain,Secreted protein,,,,Chembl,secreted
644,T11184,BioChemical,Neuronal acetylcholine receptor subunit alpha-3,Ion channel,Ligand-gated ion channel,Nicotinic acetylcholine receptor,Nicotinic acetylcholine receptor alpha subunit,Chembl,ion channel  lgic  ach  chrn alpha
645,T11185,BioChemical,Carnitine acetylase,Transporter,Group translocator,,,Chembl,transporter  group translocator
646,T11186,BioChemical,Cytochrome P450 2C18,Enzyme,Cytochrome P450,Cytochrome P450 family 2,Cytochrome P450 family 2C,Chembl,enzyme  cytochrome p450  cyp_2  cyp_2c  cyp_2c18
647,T11187,BioChemical,Cytochrome P450 4A11,Enzyme,Cytochrome P450,Cytochrome P450 family 4,Cytochrome P450 family 4A,Chembl,enzyme  cytochrome p450  cyp_4  cyp_4a  cyp_4a11
648,T11188,BioChemical,Cytochrome P450 51,Enzyme,Cytochrome P450,Cytochrome P450 family 51,Cytochrome P450 family 51A,Chembl,enzyme  cytochrome p450  cyp_51  cyp_51a  cyp_51a1
649,T11189,BioChemical,Dopamine beta-hydroxylase,Enzyme,,,,Chembl,enzyme
650,T11191,BioChemical,GABA receptor alpha-4 subunit,Ion channel,Ligand-gated ion channel,GABA-A receptor,,Chembl,ion channel  lgic  gabaa
651,T11192,BioChemical,Endothelin-converting enzyme 1,Enzyme,Protease,Metallo protease,Metallo protease MAE clan,Chembl,enzyme  protease  metallo  mae  m13
652,T11195,BioChemical,HLA class II histocompatibility antigen DRB1-1,Surface antigen,,,,Chembl,surface antigen
653,T11196,BioChemical,Spermine synthase,Enzyme,,,,Chembl,enzyme
654,T11201,BioChemical,Muscle glycogen synthase,Enzyme,,,,Chembl,enzyme
655,T11204,BioChemical,Acyl coenzyme A:cholesterol acyltransferase 2,Enzyme,,,,Chembl,enzyme
656,T11206,BioChemical,Histone deacetylase 2,Epigenetic regulator,Eraser,Histone deacetylase,HDAC class I,Chembl,epigenetic regulator  eraser  hdac  hdac class i
657,T11208,BioChemical,Histone deacetylase 3,Epigenetic regulator,Eraser,Histone deacetylase,HDAC class I,Chembl,epigenetic regulator  eraser  hdac  hdac class i
658,T11209,BioChemical,Tyrosine-protein kinase ABL2,Enzyme,Kinase,Protein Kinase,TK protein kinase group,Chembl,enzyme  kinase  protein kinase  tk  abl
659,T11212,BioChemical,Oligosaccharyl transferase 48 kDa subunit,Enzyme,,,,Chembl,enzyme
660,T11213,BioChemical,Heat shock protein HSP 90-alpha,Other cytosolic protein,,,,Chembl,cytosolic other
661,T11214,BioChemical,Hormone sensitive lipase,Enzyme,,,,Chembl,enzyme
662,T11215,BioChemical,Protein-beta-aspartate methyltransferase,Enzyme,,,,Chembl,enzyme
663,T11218,BioChemical,GABA receptor delta subunit,Ion channel,Ligand-gated ion channel,GABA-A receptor,,Chembl,ion channel  lgic  gabaa
664,T11220,BioChemical,Glutamate decarboxylase 67 kDa isoform,Enzyme,,,,Chembl,enzyme
665,T11221,BioChemical,"Glutamate receptor ionotropic, AMPA 2",Ion channel,Ligand-gated ion channel,Ionotropic glutamate receptor,AMPA receptor,Chembl,ion channel  lgic  glut  ampa
666,T11223,BioChemical,Glutamate receptor ionotropic kainate 3,Ion channel,Ligand-gated ion channel,Ionotropic glutamate receptor,Kainate receptor,Chembl,ion channel  lgic  glut  kainate
